response_id,participant_id,response_kind,order,puzzle_id,final_difficulty,immediate_difficulty,skill_nonogram,codeable,n_codes,codes_str,code_FOOT,code_CLUE,code_PROP,code_AMBIG,code_GUESS,code_HINT,code_ERR,code_LEARN,code_LOAD,code_VIS,code_TIME,code_UI,code_AFF
R0195,P066,rating_reason,1.0,4.0,4.0,4.0,7.0,True,3,FOOT|AMBIG|LOAD,1,0,0,1,0,0,0,0,1,0,0,0,0
R0196,P066,rating_reason,2.0,1.0,5.0,5.0,7.0,True,3,FOOT|AMBIG|LOAD,1,0,0,1,0,0,0,0,1,0,0,0,0
R0197,P066,rating_reason,3.0,3.0,5.0,5.0,7.0,True,3,FOOT|AMBIG|LOAD,1,0,0,1,0,0,0,0,1,0,0,0,0
R0198,P067,rating_reason,1.0,5.0,3.0,3.0,5.0,True,1,LEARN,0,0,0,0,0,0,0,1,0,0,0,0,0
R0199,P067,rating_reason,2.0,4.0,3.0,3.0,5.0,True,1,HINT,0,0,0,0,0,1,0,0,0,0,0,0,0
R0200,P067,rating_reason,3.0,1.0,-1.0,-1.0,5.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0201,P068,rating_reason,1.0,3.0,4.0,4.0,6.0,True,2,LEARN|FOOT,1,0,0,0,0,0,0,1,0,0,0,0,0
R0202,P068,rating_reason,2.0,5.0,3.0,3.0,6.0,True,2,LEARN|FOOT,1,0,0,0,0,0,0,1,0,0,0,0,0
R0203,P068,rating_reason,3.0,2.0,-1.0,-1.0,6.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0205,P001,comments,,,,,6.0,True,2,VIS|GUESS,0,0,0,0,1,0,0,0,0,1,0,0,0
R0208,P002,comments,,,,,7.0,True,1,HINT,0,0,0,0,0,1,0,0,0,0,0,0,0
R0211,P003,comments,,,,,2.0,True,2,HINT|UI,0,0,0,0,0,1,0,0,0,0,0,1,0
R0214,P004,comments,,,,,1.0,True,1,CLUE,0,1,0,0,0,0,0,0,0,0,0,0,0
R0217,P005,comments,,,,,8.0,True,2,UI|ERR,0,0,0,0,0,0,1,0,0,0,0,1,0
R0220,P006,comments,,,,,6.0,True,1,CLUE,0,1,0,0,0,0,0,0,0,0,0,0,0
R0223,P007,comments,,,,,1.0,True,2,CLUE|FOOT,1,1,0,0,0,0,0,0,0,0,0,0,0
R0226,P008,comments,,,,,5.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0229,P009,comments,,,,,8.0,True,2,CLUE|AMBIG,0,1,0,1,0,0,0,0,0,0,0,0,0
R0232,P010,comments,,,,,6.0,True,1,VIS,0,0,0,0,0,0,0,0,0,1,0,0,0
R0235,P011,comments,,,,,5.0,True,4,LEARN|FOOT|GUESS|HINT,1,0,0,0,1,1,0,1,0,0,0,0,0
R0238,P012,comments,,,,,3.0,True,1,CLUE,0,1,0,0,0,0,0,0,0,0,0,0,0
R0241,P013,comments,,,,,9.0,True,1,LEARN,0,0,0,0,0,0,0,1,0,0,0,0,0
R0244,P014,comments,,,,,5.0,True,1,AMBIG,0,0,0,1,0,0,0,0,0,0,0,0,0
R0247,P015,comments,,,,,,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0250,P016,comments,,,,,9.0,True,1,VIS,0,0,0,0,0,0,0,0,0,1,0,0,0
R0253,P017,comments,,,,,1.0,True,2,HINT|UI,0,0,0,0,0,1,0,0,0,0,0,1,0
R0256,P018,comments,,,,,3.0,True,2,HINT|GUESS,0,0,0,0,1,1,0,0,0,0,0,0,0
R0259,P019,comments,,,,,8.0,True,1,VIS,0,0,0,0,0,0,0,0,0,1,0,0,0
R0262,P020,comments,,,,,7.0,True,3,LEARN|HINT|AFF,0,0,0,0,0,1,0,1,0,0,0,0,1
R0265,P021,comments,,,,,1.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0268,P022,comments,,,,,6.0,True,1,FOOT,1,0,0,0,0,0,0,0,0,0,0,0,0
R0271,P023,comments,,,,,1.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0274,P024,comments,,,,,1.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0277,P025,comments,,,,,8.0,True,2,CLUE|VIS,0,1,0,0,0,0,0,0,0,1,0,0,0
R0280,P026,comments,,,,,1.0,True,2,GUESS|FOOT,1,0,0,0,1,0,0,0,0,0,0,0,0
R0283,P027,comments,,,,,6.0,True,1,LEARN,0,0,0,0,0,0,0,1,0,0,0,0,0
R0286,P028,comments,,,,,1.0,True,1,LEARN,0,0,0,0,0,0,0,1,0,0,0,0,0
R0289,P029,comments,,,,,8.0,True,2,LOAD|UI,0,0,0,0,0,0,0,0,1,0,0,1,0
R0292,P030,comments,,,,,3.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0295,P031,comments,,,,,1.0,True,1,LEARN,0,0,0,0,0,0,0,1,0,0,0,0,0
R0298,P032,comments,,,,,5.0,True,1,LOAD,0,0,0,0,0,0,0,0,1,0,0,0,0
R0301,P033,comments,,,,,2.0,True,3,FOOT|AMBIG|LEARN,1,0,0,1,0,0,0,1,0,0,0,0,0
R0304,P034,comments,,,,,7.0,True,1,CLUE,0,1,0,0,0,0,0,0,0,0,0,0,0
R0307,P035,comments,,,,,5.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0310,P036,comments,,,,,7.0,True,1,CLUE,0,1,0,0,0,0,0,0,0,0,0,0,0
R0313,P037,comments,,,,,9.0,True,1,LEARN,0,0,0,0,0,0,0,1,0,0,0,0,0
R0316,P038,comments,,,,,3.0,True,2,AMBIG|FOOT,1,0,0,1,0,0,0,0,0,0,0,0,0
R0319,P039,comments,,,,,3.0,True,2,FOOT|AMBIG,1,0,0,1,0,0,0,0,0,0,0,0,0
R0322,P040,comments,,,,,3.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0325,P041,comments,,,,,9.0,True,2,CLUE|VIS,0,1,0,0,0,0,0,0,0,1,0,0,0
R0328,P042,comments,,,,,2.0,True,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0331,P043,comments,,,,,5.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0334,P044,comments,,,,,3.0,True,1,CLUE,0,1,0,0,0,0,0,0,0,0,0,0,0
R0337,P045,comments,,,,,4.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0340,P046,comments,,,,,5.0,True,3,FOOT|AMBIG|VIS,1,0,0,1,0,0,0,0,0,1,0,0,0
R0343,P047,comments,,,,,4.0,True,2,TIME|AFF,0,0,0,0,0,0,0,0,0,0,1,0,1
R0346,P048,comments,,,,,5.0,True,1,FOOT,1,0,0,0,0,0,0,0,0,0,0,0,0
R0349,P049,comments,,,,,2.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0352,P050,comments,,,,,6.0,True,1,VIS,0,0,0,0,0,0,0,0,0,1,0,0,0
R0355,P051,comments,,,,,1.0,True,2,GUESS|AFF,0,0,0,0,1,0,0,0,0,0,0,0,1
R0358,P052,comments,,,,,1.0,True,1,HINT,0,0,0,0,0,1,0,0,0,0,0,0,0
R0361,P053,comments,,,,,8.0,True,2,CLUE|FOOT,1,1,0,0,0,0,0,0,0,0,0,0,0
R0364,P054,comments,,,,,1.0,True,2,TIME|LEARN,0,0,0,0,0,0,0,1,0,0,1,0,0
R0367,P055,comments,,,,,8.0,True,1,LEARN,0,0,0,0,0,0,0,1,0,0,0,0,0
R0370,P056,comments,,,,,1.0,True,2,UI|LOAD,0,0,0,0,0,0,0,0,1,0,0,1,0
R0373,P057,comments,,,,,6.0,True,1,FOOT,1,0,0,0,0,0,0,0,0,0,0,0,0
R0376,P058,comments,,,,,4.0,True,3,PROP|AMBIG|GUESS,0,0,1,1,1,0,0,0,0,0,0,0,0
R0379,P059,comments,,,,,8.0,True,2,LEARN|AFF,0,0,0,0,0,0,0,1,0,0,0,0,1
R0382,P060,comments,,,,,1.0,True,1,UI,0,0,0,0,0,0,0,0,0,0,0,1,0
R0385,P061,comments,,,,,7.0,True,1,FOOT,1,0,0,0,0,0,0,0,0,0,0,0,0
R0388,P062,comments,,,,,5.0,True,1,AFF,0,0,0,0,0,0,0,0,0,0,0,0,1
R0391,P063,comments,,,,,2.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0394,P064,comments,,,,,3.0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
R0397,P065,comments,,,,,7.0,True,1,HINT,0,0,0,0,0,1,0,0,0,0,0,0,0
R0400,P066,comments,,,,,7.0,True,2,FOOT|CLUE,1,1,0,0,0,0,0,0,0,0,0,0,0
R0403,P067,comments,,,,,5.0,True,1,AFF,0,0,0,0,0,0,0,0,0,0,0,0,1
R0406,P068,comments,,,,,6.0,True,1,LEARN,0,0,0,0,0,0,0,1,0,0,0,0,0
